name,address,telephone,image,lon,lat
카이포라,서울특별시 강남구 도산대로55길 45 B1<br><br> 지번 서울시 강남구 청담동 84-24 B1,02-544-4389,"https://mp-seoul-image-production-s3.mangoplate.com/765226_1676947708382323.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0409061,37.52658926
먼데이블루스,서울특별시 서초구 강남대로53길 11 서초동삼성쉐르빌2 1F<br><br> 지번 서울시 서초구 서초동 1330 서초동삼성쉐르빌2 1F,02-521-0542,"https://mp-seoul-image-production-s3.mangoplate.com/218739/197534_144204338631011791?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0279164,37.49396164
스틸,서울특별시 강남구 선릉로152길 7 홍경빌딩 B1<br><br> 지번 서울시 강남구 청담동 85-7 홍경빌딩 B1,02-547-2016,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/433864_1449033171497.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0401667,37.52423601
미스터칠드런바,서울특별시 강남구 도산대로55길 43<br><br> 지번 서울시 강남구 청담동 84-25,02-545-8425,"https://mp-seoul-image-production-s3.mangoplate.com/259345/230933_1478269978017_39617?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0408688,37.5265017
앨리스,서울특별시 강남구 도산대로55길 47<br><br> 지번 서울시 강남구 청담동 84-20,02-511-8420,"https://mp-seoul-image-production-s3.mangoplate.com/550856_1534691851920501.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0409437,37.52667755
르캬바레도산,서울특별시 강남구 도산대로 216 청담에이든호텔 18F<br><br> 지번 서울시 강남구 논현동 60-8 청담에이든호텔 18F,02-6713-6730,"https://mp-seoul-image-production-s3.mangoplate.com/596640_1561011424158251.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0304791,37.51998374
와인웍스,서울특별시 강남구 테헤란로 517 현대백화점무역센터점<br><br> 지번 서울시 강남구 삼성동 159-7 현대백화점무역센터점,02-3467-6065,"https://mp-seoul-image-production-s3.mangoplate.com/450387/172778_1628320637418_107862?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0597651,37.50861513
어글리,서울특별시 강남구 강남대로96길 5 5F<br><br> 지번 서울시 강남구 역삼동 816-4 5F,02-501-4222,"https://mp-seoul-image-production-s3.mangoplate.com/358081/2314302_1666464954259_1000000216?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0274572,37.49982117
메리가든,서울특별시 강남구 봉은사로 113 호텔 더 디자이너스 리즈<br><br> 지번 서울시 강남구 논현동 201-11 호텔 더 디자이너스 리즈,02-517-9702,"https://mp-seoul-image-production-s3.mangoplate.com/618033_1509761540588583.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0258786,37.50526667
마녀주방,서울특별시 강남구 강남대로94길 9<br><br> 지번 서울시 강남구 역삼동 818-14,070-4240-1116,"https://mp-seoul-image-production-s3.mangoplate.com/188568/reviews/a419511b045f.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0280969,37.49948395
파복스,서울특별시 강남구 테헤란로1길 26<br><br> 지번 서울시 강남구 역삼동 817-10,02-3452-3489,"https://mp-seoul-image-production-s3.mangoplate.com/664/242283_1443539004791839583?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0276643,37.50002124
플랫나인,서울특별시 서초구 강남대로65길 10 5F<br><br> 지번 서울시 서초구 서초동 1308-15 5F,02-532-9630,"https://mp-seoul-image-production-s3.mangoplate.com/429590/1575751_1670541219448_49218?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.024952,37.50049298
데노체,서울특별시 강남구 압구정로2길 46 1F<br><br> 지번 서울시 강남구 신사동 510-11 1F,02-545-4005,"https://mp-seoul-image-production-s3.mangoplate.com/359571/1575751_1673802638145_50273?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0206916,37.51876726
오늘와인한잔,서울특별시 강남구 강남대로96길 11-4 B1<br><br> 지번 서울시 강남구 역삼동 817-16 B1,02-555-0535,"https://mp-seoul-image-production-s3.mangoplate.com/1959785_1674835780253594.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0280549,37.50010449
컬렉션라운지,서울특별시 강남구 압구정로10길 33<br><br> 지번 서울시 강남구 신사동 534,070-4229-0050,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/61216_1460534103322133.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0221963,37.52145738
아브라소812,서울특별시 강남구 봉은사로4길 29 B1<br><br> 지번 서울시 강남구 역삼동 812 B1,070-8810-0812,"https://mp-seoul-image-production-s3.mangoplate.com/16638_1422636895934?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0268617,37.50297717
와인코르크,서울특별시 강남구 테헤란로1길 28-9<br><br> 지번 서울시 강남구 역삼동 817-30,02-501-6335,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/365650_145541309019546.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0280794,37.50049885
월매네주막,서울특별시 서초구 강남대로 437 1F<br><br> 지번 서울시 서초구 서초동 1305-3 1F,02-537-6684,"https://mp-seoul-image-production-s3.mangoplate.com/77183/reviews/a3b46561d3a9.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0255112,37.50136341
고센,서울특별시 강남구 선릉로158길 18<br><br> 지번 서울시 강남구 청담동 88-23,02-515-1863,"https://mp-seoul-image-production-s3.mangoplate.com/1121/2.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0414324,37.52521046
엘세뇨르둘세,서울특별시 강남구 도산대로101길 22<br><br> 지번 서울시 강남구 청담동 128-6,02-516-6157,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/247128_145549738078784.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.052977,37.52628389
카페슬로우,서울특별시 서초구 서초대로77길 35 1F<br><br> 지번 서울시 서초구 서초동 1308-12 1F,02-3482-0111,"https://mp-seoul-image-production-s3.mangoplate.com/13557/47750_1420045487967?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0252737,37.500847
아실라,서울특별시 강남구 강남대로98길 16 파빌리온빌딩 B1<br><br> 지번 서울시 강남구 역삼동 817-35 파빌리온빌딩 B1,02-508-4665,"https://mp-seoul-image-production-s3.mangoplate.com/50829/470644_1477477944073_69319?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0279792,37.50073944
화이트바,서울특별시 강남구 압구정로80길 30 삼도빌딩 B1<br><br> 지번 서울시 강남구 청담동 93-14 삼도빌딩 B1,02-6207-7429,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1482949976701912.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0443298,37.52479981
더라이온스덴,서울특별시 강남구 선릉로158길 7<br><br> 지번 서울시 강남구 청담동 84-11,02-512-1136,"https://mp-seoul-image-production-s3.mangoplate.com/190219/449685_1591152143616_1591151886395.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0406882,37.52570834
문온더씨,서울특별시 강남구 삼성로82길 19 B1<br><br> 지번 서울시 강남구 대치동 956-28 B1,02-501-0111,"https://mp-seoul-image-production-s3.mangoplate.com/670644_1624616370998207.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0592319,37.50542881
바 밀라,서울특별시 강남구 삼성로149길 13 2F<br><br> 지번 서울시 강남구 청담동 12-12 2F,02-544-4761,"https://mp-seoul-image-production-s3.mangoplate.com/2337483_1665705676149857.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0465302,37.52319842
볼트82,서울특별시 강남구 압구정로72길 22<br><br> 지번 서울시 강남구 청담동 95-15,02-544-9234,"https://mp-seoul-image-production-s3.mangoplate.com/196606/449685_1600726338468_8403?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.044974,37.52500653
호사,서울특별시 강남구 선릉로148길 39<br><br> 지번 서울시 강남구 청담동 3-15,02-545-9259,"https://mp-seoul-image-production-s3.mangoplate.com/1476505_1649054752789882.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0426943,37.52290299
페타테,서울특별시 강남구 압구정로14길 32 2F<br><br> 지번 서울시 강남구 신사동 546-20 2F,02-516-3342,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1447891039211.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0232943,37.52225942
크르크르,서울특별시 강남구 압구정로42길 25-10 5F<br><br> 지번 서울시 강남구 신사동 643-20 5F,070-7738-3249,"https://mp-seoul-image-production-s3.mangoplate.com/460882/172778_1650609335030_145275?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0357934,37.52699656
사이드웨이,서울특별시 강남구 강남대로98길 28<br><br> 지번 서울시 강남구 역삼동 817-38,02-555-9925,"https://mp-seoul-image-production-s3.mangoplate.com/1261/70608_1429088775031199791997219971199781997419973199751997619977?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0286647,37.50086407
화빙장,서울특별시 강남구 압구정로50길 8<br><br> 지번 서울시 강남구 신사동 660-10,02-540-2999,"https://mp-seoul-image-production-s3.mangoplate.com/447128/752493_1637681648958_48359?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0380315,37.52778937
루프탑바,서울특별시 강남구 봉은사로 155 호텔 카푸치노 17F<br><br> 지번 서울시 강남구 논현동 206-1 호텔 카푸치노 17F,02-2038-9618,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/63176_1451209269575.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0314963,37.50690009
노마드,서울특별시 강남구 도산대로101길 28<br><br> 지번 서울시 강남구 청담동 128-3,02-511-1283,"https://mp-seoul-image-production-s3.mangoplate.com/190193/37747_143705250768722466?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.053461,37.52653884
레솔베르,서울특별시 강남구 도산대로57길 13-4 2F<br><br> 지번 서울시 강남구 청담동 88-29 2F,010-2969-9154,"https://mp-seoul-image-production-s3.mangoplate.com/503366_1619454531208955.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0409914,37.52470443
삼성리,서울특별시 강남구 봉은사로86길 28<br><br> 지번 서울시 강남구 삼성동 148-10,02-6401-0200,"https://mp-seoul-image-production-s3.mangoplate.com/2177554_1644320176585992.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0567627,37.51159155
타로맨스,서울특별시 강남구 도곡로11길 10<br><br> 지번 서울시 강남구 역삼동 835-33,010-4983-9410,"https://mp-seoul-image-production-s3.mangoplate.com/380621/1656652_1677935612380_1000022828?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0357693,37.49155221
모드라운지,서울특별시 서초구 서초대로77길 37 월드상가 10F<br><br> 지번 서울시 서초구 서초동 1308-10 월드상가 10F,0507-1365-8923,"https://mp-seoul-image-production-s3.mangoplate.com/2194081_1646029506629166.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0251043,37.50099462
청담대패당,서울특별시 강남구 도산대로 420 청담스퀘어 타워빌딩 320호<br><br> 지번 서울시 강남구 청담동 3 청담스퀘어 타워빌딩 320호,02-6480-8989,"https://mp-seoul-image-production-s3.mangoplate.com/27066_1677421418306829.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0421951,37.52305391
서울러,서울특별시 강남구 강남대로152길 69 B1<br><br> 지번 서울시 강남구 신사동 540-18 B1,010-9929-6199,"https://mp-seoul-image-production-s3.mangoplate.com/1937806_1667214863527164.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0247332,37.51912445
바인하우스,서울특별시 강남구 도산대로89길 13 B1<br><br> 지번 서울시 강남구 청담동 123-53 B1,070-4231-6616,"https://mp-seoul-image-production-s3.mangoplate.com/73048/2221540_1670235701536_1000003314?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0507516,37.52555199
오르빗,서울특별시 강남구 선릉로157길 13 B1<br><br> 지번 서울시 강남구 신사동 657-36 B1,02-548-3828,"https://mp-seoul-image-production-s3.mangoplate.com/1789241_1665386166046364.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.03875,37.52592604
루베크,서울특별시 서초구 서초대로73길 50 대원빌딩 4F<br><br> 지번 서울시 서초구 서초동 1309-5 대원빌딩 4F,02-594-1016,"https://mp-seoul-image-production-s3.mangoplate.com/901972_1512208612606718.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0240184,37.50168601
압구정의 하루일과,서울특별시 강남구 압구정로29길 71 현대상가 2동 1F<br><br> 지번 서울시 강남구 압구정동 369-1 현대상가 2동 1F,02-547-6611,"https://mp-seoul-image-production-s3.mangoplate.com/1476505_1643032564024667.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0283258,37.53360328
더미트,서울특별시 강남구 봉은사로2길 19<br><br> 지번 서울시 강남구 역삼동 810-4,02-557-1122,"https://mp-seoul-image-production-s3.mangoplate.com/188418_1426855358103?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0261642,37.50357884
헬로우,서울특별시 강남구 논현로151길 55 호경빌딩 B1<br><br> 지번 서울시 강남구 신사동 541-2 호경빌딩 B1,02-541-4427,"https://mp-seoul-image-production-s3.mangoplate.com/48/reviews/32222594d199.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0236671,37.51950119
콜마인,서울특별시 강남구 압구정로50길 5-12 B1<br><br> 지번 서울시 강남구 신사동 661-10 B1,070-8623-9779,"https://mp-seoul-image-production-s3.mangoplate.com/2199903_1646640011208857.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0393215,37.52759361
멜랑즈,서울특별시 강남구 도산대로50길 16 2F<br><br> 지번 서울시 강남구 논현동 96-11 2F,02-512-5980,"https://mp-seoul-image-production-s3.mangoplate.com/641043_1613123471124129.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0373964,37.52137588
게스후,서울특별시 강남구 논현로 819 MK빌딩 B1<br><br> 지번 서울시 강남구 신사동 586 MK빌딩 B1,02-547-9063,"https://mp-seoul-image-production-s3.mangoplate.com/93136/453121_1451650088162_311318?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0278755,37.52163205
판치야,서울특별시 강남구 학동로53길 29 대림빌딩<br><br> 지번 서울시 강남구 논현동 109-26 대림빌딩,010-4349-3323,"https://mp-seoul-image-production-s3.mangoplate.com/365910/743008_1607175905516_35430?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0395421,37.51899121
영화와인셀러,서울특별시 강남구 언주로93길 32-6<br><br> 지번 서울시 강남구 역삼동 672-33,02-553-7233,"https://mp-seoul-image-production-s3.mangoplate.com/1476505_1657600563757061.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0393363,37.50363096
제이앤제이슨,서울특별시 강남구 도산대로49길 31 B1<br><br> 지번 서울시 강남구 신사동 647-14 B1,010-7430-7053,"https://mp-seoul-image-production-s3.mangoplate.com/321182/op-j7pg50d0ume.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0369097,37.52501446
펄쉘프리미에,서울특별시 강남구 압구정로42길 49 B1<br><br> 지번 서울시 강남구 신사동 645-28 B1,02-3446-0916,"https://mp-seoul-image-production-s3.mangoplate.com/338150_1669556612105178.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",127.0345376,37.52564272
